"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","DistributionChannel","UserLanguage","competence_1","competence_2","competence_3","competence_4","competence_DO_1","competence_DO_2","competence_DO_3","competence_DO_4","intelligence_1","intelligence_2","intelligence_3","intelligence_4","intelligence_DO_1","intelligence_DO_2","intelligence_DO_3","intelligence_DO_4","fid_manip_1","fid_manip_2","fid_manip_3","fid_manip_4","fid_manip_5","fid_manip_DO_1","fid_manip_DO_2","fid_manip_DO_3","fid_manip_DO_4","fid_manip_DO_5","fie_manip_1","fie_manip_2","fie_manip_3","fie_manip_4","fie_manip_5","fie_manip_DO_1","fie_manip_DO_2","fie_manip_DO_3","fie_manip_DO_4","fie_manip_DO_5","failure_1","failure_2","failure_3","failure_4","failure_5","failure_6","failure_DO_1","failure_DO_2","failure_DO_3","failure_DO_4","failure_DO_5","failure_DO_6","dem_childage","dem_childage_other","dem_education","dem_raceethnicity_1","dem_raceethnicity_2","dem_raceethnicity_3","dem_raceethnicity_4","dem_raceethnicity_5","dem_raceethnicity_6","dem_raceethnicity_7","dem_raceethnicity_8","dem_raceethnicity_7_TEXT","dem_gender_1","dem_gender_2","dem_gender_3","dem_gender_4","dem_gender_5","dem_gender_6","dem_gender_7","dem_gender_8","dem_gender_7_TEXT","debrief_q1","debrief_q2","debrief_q3","prolific_id","FL_8_DO_BiasedManipulation-FailureisDebilitating","FL_8_DO_BiasedManipulation-FailureisEnhancing"
"46",2021-11-20 04:17:47,2021-11-20 04:21:57,"IP Address",100,249,TRUE,2021-11-20 04:21:57,"anonymous","EN",5,6,4,5,4,2,3,1,5,5,4,4,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,2,4,5,3,1,5,5,5,1,1,2,6,4,2,3,1,5,15,NA,"Post-graduate degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"parents reactions to failure","Yes","Yes",46,NA,1
"47",2021-11-20 02:19:45,2021-11-20 02:24:09,"IP Address",100,263,TRUE,2021-11-20 02:24:09,"anonymous","EN",5,4,3,3,1,4,2,3,4,4,3,3,4,1,3,2,5,5,4,4,4,2,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,1,4,3,6,5,2,11,"5","A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Reactions to failure","No","NA",47,1,NA
"48",2021-11-20 03:15:13,2021-11-20 03:21:19,"IP Address",100,366,TRUE,2021-11-20 03:21:20,"anonymous","EN",2,2,3,4,3,2,1,4,4,3,5,4,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,4,5,2,3,1,5,6,5,2,1,1,6,3,5,4,2,1,20,"4","A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Not sure","No","NA",48,NA,1
"49",2021-11-20 04:13:09,2021-11-20 04:18:45,"IP Address",100,335,TRUE,2021-11-20 04:18:45,"anonymous","EN",5,5,6,6,1,4,3,2,3,3,5,4,4,2,1,3,6,6,5,5,5,4,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,4,4,3,1,2,4,6,5,17,"17, 3","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"How we react to bad things happening?","No","NA",49,1,NA
"50",2021-11-20 02:02:37,2021-11-20 02:15:13,"IP Address",100,755,TRUE,2021-11-20 02:15:13,"anonymous","EN",6,6,4,6,1,2,3,4,4,5,3,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,5,3,2,1,4,4,4,4,2,2,2,6,3,1,4,5,2,22,"18","Post-graduate degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Interesting","No","NA",50,NA,1
"51",2021-11-20 02:21:20,2021-11-20 02:28:02,"IP Address",100,401,TRUE,2021-11-20 02:28:02,"anonymous","EN",3,3,4,4,3,4,1,2,1,1,5,6,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,1,4,5,3,2,6,6,5,2,6,1,3,4,2,1,5,6,9,"9,6,2","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"How a parent would perceive or react to a child's poor grade","No","NA",51,NA,1
"52",2021-11-20 04:29:25,2021-11-20 04:34:52,"IP Address",100,326,TRUE,2021-11-20 04:34:52,"anonymous","EN",3,4,4,5,2,4,3,1,3,3,5,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,5,3,1,4,2,4,4,4,3,5,2,1,5,3,6,2,4,11,"0","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Not sure","No","NA",52,NA,1
"53",2021-11-20 04:19:48,2021-11-20 04:29:12,"IP Address",100,563,TRUE,2021-11-20 04:29:12,"anonymous","EN",6,5,5,6,4,3,2,1,2,3,4,5,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,2,1,4,3,5,5,5,3,1,2,1,2,5,4,6,3,31,"30, 29, 24","Post-graduate degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"I think this survey is to determine if failure is good or bad thing.","No","NA",53,NA,1
"54",2021-11-20 02:22:37,2021-11-20 02:40:25,"IP Address",100,1068,TRUE,2021-11-20 02:40:26,"anonymous","EN",2,2,4,3,4,1,3,2,3,3,6,4,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,6,2,5,1,3,4,4,6,4,3,3,4,3,2,6,1,4,5,2,NA,"A high school degree",NA,NA,NA,NA,NA,NA,"Fill-In Option:",NA,"Méstizo(Indigena-Español)",NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"psychology between father and son","Not sure","NA",54,NA,1
"55",2021-11-20 02:17:49,2021-11-20 02:27:39,"IP Address",100,589,TRUE,2021-11-20 02:27:39,"anonymous","EN",3,4,4,6,4,3,1,2,2,2,3,5,1,3,4,2,4,5,4,4,2,3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,3,4,6,5,3,2,1,8,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"how we react to failure whether its personal or for someone we care about","Not sure","NA",55,1,NA
"56",2021-11-20 04:20:22,2021-11-20 04:27:28,"IP Address",100,426,TRUE,2021-11-20 04:27:29,"anonymous","EN",5,5,6,6,4,2,1,3,4,5,3,2,1,4,2,3,2,4,3,3,3,1,4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,2,1,4,5,6,2,3,15,"19","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Analyzing our opinions of failures and how they affect us.","No","NA",56,1,NA
"57",2021-11-20 02:04:26,2021-11-20 02:14:56,"IP Address",100,629,TRUE,2021-11-20 02:14:56,"anonymous","EN",5,2,5,3,1,4,2,3,1,2,5,5,1,2,3,4,4,4,5,2,3,2,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,5,3,4,6,1,9,"2, 1","A high school degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"reaction on human behaviour with our children","Yes","No",57,1,NA
"58",2021-11-20 02:27:07,2021-11-20 02:34:33,"IP Address",100,445,TRUE,2021-11-20 02:34:33,"anonymous","EN",4,3,3,2,3,2,1,4,4,4,5,4,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,1,4,5,2,3,3,4,4,4,3,3,2,6,3,1,5,4,10,"8","Prefer not to answer",NA,NA,NA,NA,"Native Hawaiian or Other Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Questioning or Unsure",NA,NA,NA,"estudios","No","NA",58,NA,1
"59",2021-11-20 03:32:37,2021-11-20 03:51:25,"IP Address",100,1128,TRUE,2021-11-20 03:51:25,"anonymous","EN",5,6,6,5,1,3,2,4,5,5,5,6,3,4,2,1,4,4,5,4,5,4,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,5,1,4,2,6,3,3,"1","A high school degree","Hispanic, Latino, or Spanish origin",NA,"Asian","Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Understanding different parenting styles when it comes to our childrens education.","Not sure","NA",59,1,NA
"60",2021-11-20 04:13:04,2021-11-20 04:25:15,"IP Address",100,731,TRUE,2021-11-20 04:25:15,"anonymous","EN",6,3,4,6,3,2,1,4,1,2,6,6,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,2,3,4,1,5,6,6,6,1,1,2,2,5,3,1,6,4,8,NA,"College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"The different responses parents give to their children for low grades, which responds to something that some might find negative.","Not sure","NA",60,NA,1
"61",2021-11-20 03:55:57,2021-11-20 04:01:54,"IP Address",100,356,TRUE,2021-11-20 04:01:54,"anonymous","EN",4,4,4,6,2,3,4,1,3,3,4,4,1,2,3,4,4,4,4,3,4,4,2,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,3,4,1,5,2,6,3,"2","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Expectations","Yes","Yes",61,1,NA
"62",2021-11-20 02:17:35,2021-11-20 02:22:19,"IP Address",100,283,TRUE,2021-11-20 02:22:19,"anonymous","EN",6,4,3,5,1,4,2,3,1,4,5,6,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,2,2,1,4,3,5,5,4,3,5,3,6,3,5,2,6,4,1,5,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"parents reaction  to bad grades","Yes","Yes",62,NA,1
"63",2021-11-20 04:12:47,2021-11-20 04:20:53,"IP Address",100,486,TRUE,2021-11-20 04:20:53,"anonymous","EN",3,2,2,5,1,3,4,2,3,2,4,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,1,2,3,5,4,4,4,4,3,3,3,6,3,2,5,1,4,3,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"How parents handle failure with their children.","No","NA",63,NA,1
"64",2021-11-20 03:16:37,2021-11-20 03:22:16,"IP Address",100,339,TRUE,2021-11-20 03:22:17,"anonymous","EN",6,6,6,6,2,4,3,1,3,4,4,2,2,1,4,3,5,2,3,5,4,5,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,3,2,6,4,5,1,3,22,"19","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"How people respond to failure","Yes","Yes",64,1,NA
"65",2021-11-20 02:12:48,2021-11-20 02:18:45,"IP Address",100,357,TRUE,2021-11-20 02:18:46,"anonymous","EN",5,6,5,6,2,4,1,3,1,1,6,6,4,1,3,2,4,4,4,5,5,3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,4,3,4,6,5,2,1,3,14,"1","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"How different groups process failure","Yes","Yes",65,1,NA
"66",2021-11-20 03:39:00,2021-11-20 03:47:22,"IP Address",100,502,TRUE,2021-11-20 03:47:23,"anonymous","EN",2,2,2,3,2,1,3,4,4,5,4,3,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,2,1,3,4,4,4,3,2,3,3,5,2,6,1,4,3,2,"0","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"How failure effects kids","Yes","Yes",66,NA,1
"67",2021-11-20 03:54:17,2021-11-20 03:57:29,"IP Address",100,191,TRUE,2021-11-20 03:57:29,"anonymous","EN",6,6,6,6,3,4,1,2,1,1,6,6,4,3,2,1,5,4,1,1,1,1,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,1,1,5,4,3,1,2,6,11,"7","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"to get our opinions on the scenario provided","No","NA",67,1,NA
"68",2021-11-20 02:14:53,2021-11-20 02:20:40,"IP Address",100,347,TRUE,2021-11-20 02:20:40,"anonymous","EN",4,5,3,4,3,2,1,4,4,4,3,3,2,1,4,3,4,4,3,4,2,4,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,3,5,2,6,1,4,3,4,"2","Post-graduate degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Perception of failure","Not sure","NA",68,1,NA
"69",2021-11-20 04:19:56,2021-11-20 04:26:58,"IP Address",100,421,TRUE,2021-11-20 04:26:58,"anonymous","EN",3,4,4,6,2,3,1,4,2,3,4,5,2,4,3,1,5,6,5,5,5,3,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,5,4,2,5,1,3,4,6,13,"12","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"I think it's seeing how people feel about taking testing out of schools, so that there's a learning environment devoid of failure, to see if that would be more beneficial for students in the long run.","Not sure","NA",69,1,NA
"70",2021-11-20 04:27:57,2021-11-20 04:34:57,"IP Address",100,419,TRUE,2021-11-20 04:34:57,"anonymous","EN",6,6,4,6,1,3,2,4,1,1,6,6,1,3,4,2,4,4,2,4,1,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,2,2,3,4,1,6,5,9,"n/a","A high school degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,"Genderqueer, gender fluid, or non-binary",NA,NA,NA,NA,"how parents respond to childrens learning, how they assess failure, etc","Yes","Yes",70,1,NA
"71",2021-11-20 02:25:32,2021-11-20 02:30:43,"IP Address",100,311,TRUE,2021-11-20 02:30:44,"anonymous","EN",4,4,4,5,1,2,3,4,2,3,6,4,3,4,2,1,5,5,5,4,5,4,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,4,5,4,3,5,6,1,2,15,"17","Post-graduate degree",NA,NA,"Asian",NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Figuring out how parents feel about their child's learning.","Not sure","NA",71,1,NA
"72",2021-11-20 04:23:03,2021-11-20 04:36:53,"IP Address",100,829,TRUE,2021-11-20 04:36:53,"anonymous","EN",6,6,5,6,1,4,3,2,2,2,5,5,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,3,2,5,1,4,3,4,4,3,3,3,3,2,1,4,3,6,5,12,"4","College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Failure in school children and reactions from parents","Not sure","NA",72,NA,1
"73",2021-11-20 02:22:54,2021-11-20 02:27:08,"IP Address",100,254,TRUE,2021-11-20 02:27:08,"anonymous","EN",4,5,5,4,2,1,3,4,3,3,5,5,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,3,4,1,2,5,4,4,4,4,3,3,5,3,1,2,4,6,7,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"How my feelings about failure affect how I parent.","No","NA",73,NA,1
"74",2021-11-20 02:24:35,2021-11-20 02:41:46,"IP Address",100,1031,TRUE,2021-11-20 02:41:47,"anonymous","EN",5,4,6,5,1,2,3,4,2,2,5,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,2,4,1,3,5,4,5,5,2,2,2,2,6,4,3,1,5,8,NA,"College degree",NA,NA,NA,NA,NA,NA,"Fill-In Option:",NA,"Middle eastern",NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"The effect of failure on performance and achievements","Yes","Yes",74,NA,1
"75",2021-11-20 03:34:33,2021-11-20 03:42:49,"IP Address",100,496,TRUE,2021-11-20 03:42:49,"anonymous","EN",3,2,2,4,1,2,3,4,3,4,5,5,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,1,3,2,4,5,5,4,4,2,1,2,1,6,3,5,4,2,3,NA,"Post-graduate degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",75,NA,1
"76",2021-11-20 02:13:49,2021-11-20 02:23:09,"IP Address",100,560,TRUE,2021-11-20 02:23:09,"anonymous","EN",1,1,1,1,1,2,4,3,2,2,5,5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,1,5,4,3,2,4,6,6,2,2,2,2,6,5,4,3,1,1,NA,"College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"I think in how the academic life is overrated and the school degree don't say nothing about the person you are, so don't let a exam, project orsomething like that take your peace,always you can learn from the failure","Yes","Yes",76,NA,1
"77",2021-11-20 02:19:28,2021-11-20 02:34:39,"IP Address",100,910,TRUE,2021-11-20 02:34:39,"anonymous","EN",3,3,5,5,4,2,1,3,5,4,3,1,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,3,4,2,1,6,6,6,2,1,3,3,2,4,5,1,6,3,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"How people deal with childrens success/failure at school based on their mentality towards life experience","No","NA",77,NA,1
"78",2021-11-20 04:29:15,2021-11-20 04:34:23,"IP Address",100,307,TRUE,2021-11-20 04:34:23,"anonymous","EN",5,5,5,6,1,2,4,3,6,6,4,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,3,2,5,1,4,5,6,4,6,4,4,2,3,5,6,4,1,14,"5","Post-graduate degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"About evaluating yourself as a person","Yes","Yes",78,NA,1
"79",2021-11-20 02:06:13,2021-11-20 02:28:26,"IP Address",100,1333,TRUE,2021-11-20 02:28:26,"anonymous","EN",6,5,6,6,3,2,4,1,3,6,4,5,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,5,1,4,2,6,5,6,3,6,1,1,6,2,5,4,3,6,"2","College degree",NA,NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Was about how I can help my child to experience failure in life.","No","NA",79,NA,1
"80",2021-11-20 02:22:05,2021-11-20 02:45:20,"IP Address",100,1395,TRUE,2021-11-20 02:45:21,"anonymous","EN",4,5,5,5,3,1,4,2,3,4,3,4,4,1,3,2,2,3,3,2,2,2,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,3,3,6,5,4,3,2,1,11,"8","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"About how people react to failure","Yes","Yes",80,1,NA
"81",2021-11-20 04:45:56,2021-11-20 04:52:20,"IP Address",100,383,TRUE,2021-11-20 04:52:21,"anonymous","EN",1,1,1,1,3,2,1,4,2,3,5,5,3,2,1,4,4,4,3,4,4,5,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,3,1,3,5,6,2,4,4,"10","College degree","Hispanic, Latino, or Spanish origin",NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Parental responses to educational situations","No","NA",81,1,NA
"82",2021-11-20 04:24:20,2021-11-20 04:28:05,"IP Address",100,225,TRUE,2021-11-20 04:28:06,"anonymous","EN",6,5,5,4,1,3,2,4,2,2,5,5,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,3,1,2,5,4,6,6,6,1,1,1,6,1,5,2,4,3,10,"17","College degree",NA,NA,"Asian",NA,NA,NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Growth mindset","Yes","Yes",82,NA,1
"83",2021-11-20 04:07:16,2021-11-20 04:10:45,"IP Address",100,209,TRUE,2021-11-20 04:10:45,"anonymous","EN",6,2,3,4,3,2,1,4,3,3,5,4,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,3,2,1,4,3,3,3,3,2,4,3,1,5,6,4,2,10,"4","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"options on failure","Yes","Yes",83,NA,1
"84",2021-11-20 04:19:17,2021-11-20 04:23:31,"IP Address",100,253,TRUE,2021-11-20 04:23:31,"anonymous","EN",3,6,4,5,4,1,2,3,2,2,5,5,3,1,4,2,5,4,5,5,4,2,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2,4,3,5,6,1,12,NA,"No degrees",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"the effects of failure on kids","No","NA",84,1,NA
"85",2021-11-20 03:34:22,2021-11-20 03:40:09,"IP Address",100,346,TRUE,2021-11-20 03:40:09,"anonymous","EN",2,3,1,2,3,4,1,2,5,5,2,2,2,1,4,3,5,6,4,5,6,1,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,5,1,2,6,3,4,5,5,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Intelligence levels and whether or not they can be changed. Whether or not failure is ultimately helpful or hurtful. How parents perceive their child's failures.","No","NA",85,1,NA
"86",2021-11-20 04:21:13,2021-11-20 04:28:35,"IP Address",100,442,TRUE,2021-11-20 04:28:36,"anonymous","EN",4,5,6,6,4,2,1,3,5,5,2,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,3,2,4,5,1,4,6,4,2,2,3,1,2,6,4,3,5,19,"21, 24","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"The impact a person's own feelings about failure have on their reactions to their children's failures","No","NA",86,NA,1
"87",2021-11-20 02:27:43,2021-11-20 02:44:21,"IP Address",100,998,TRUE,2021-11-20 02:44:21,"anonymous","EN",4,4,3,5,4,1,3,2,4,5,3,3,4,1,3,2,6,6,2,4,6,3,2,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,4,5,5,3,6,4,2,1,10,NA,"College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"N/A","No","NA",87,1,NA
"88",2021-11-20 03:32:20,2021-11-20 03:36:47,"IP Address",100,266,TRUE,2021-11-20 03:36:48,"anonymous","EN",5,4,3,5,2,4,1,3,3,2,4,5,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,4,2,5,1,3,4,5,5,2,2,2,6,2,4,5,1,3,6,"n/a","College degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Harnessing the power of failure","No","NA",88,NA,1
"89",2021-11-20 04:20:43,2021-11-20 04:24:37,"IP Address",100,234,TRUE,2021-11-20 04:24:38,"anonymous","EN",2,1,1,3,4,2,3,1,3,4,4,4,4,1,2,3,4,5,3,4,3,1,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,1,3,4,2,5,6,4,NA,"A high school degree",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"Failure","No","NA",89,1,NA
"90",2021-11-20 04:21:35,2021-11-20 04:27:33,"IP Address",100,357,TRUE,2021-11-20 04:27:33,"anonymous","EN",5,5,5,5,1,3,2,4,1,1,6,6,1,2,3,4,5,5,4,3,2,3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,1,2,6,3,1,5,4,8,"12, 16","College degree",NA,NA,NA,NA,"Native Hawaiian or Other Pacific Islander",NA,NA,NA,NA,"Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"To see how parents react when their child feels like a failure","Yes","Yes",90,1,NA
"91",2021-11-20 04:23:41,2021-11-20 04:32:31,"IP Address",100,529,TRUE,2021-11-20 04:32:31,"anonymous","EN",4,4,4,3,1,4,3,2,5,1,6,6,4,2,1,3,4,4,4,3,2,5,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,2,6,4,5,2,1,3,6,"2","College degree",NA,NA,NA,"Black or African American",NA,"White","Fill-In Option:",NA,"Yemeni","Woman or female",NA,NA,NA,NA,NA,NA,NA,NA,"I think this experience was pretty cool last to think about I was a person who struggled in school want to make sure that my children are advocated for and receive the resources that they need to thrive in school","Not sure","NA",91,1,NA
"92",2021-11-20 02:11:53,2021-11-20 02:27:42,"IP Address",100,948,TRUE,2021-11-20 02:27:43,"anonymous","EN",5,3,3,4,1,4,2,3,2,3,5,5,1,4,2,3,5,5,5,4,5,4,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,4,6,2,4,1,3,5,6,"4","College degree",NA,NA,NA,NA,NA,NA,NA,"Prefer not to answer",NA,NA,"Man or male",NA,NA,NA,NA,NA,NA,NA,"Effects of failure on performance","Not sure","NA",92,1,NA
